symbol,name,current_price,change_percent,volume,amount,ma5,ma20,volume_ratio,rsi,is_starting,is_rising,has_increasing_volume,is_multi_ma,score
000066,中国长城,14.67,-1.08%,26002449,384736454.44,14.664000000000001,15.288,1.0487280226246272,27.58620689655173,False,False,True,False,1
000338,潍柴动力,17.19,-1.43%,43451056,752679419.6,17.333999999999996,17.303,1.2132144421236764,50.362318840579704,False,False,True,False,1
000538,云南白药,55.63,-0.84%,4476964,249736403.04,55.77,56.146,0.9083060018233098,44.40154440154442,False,False,True,False,1
000568,泸州老窖,121.29,-3.26%,10892603,1338511150.13,129.56599999999997,135.5155,1.4387469815487146,16.68984700973577,False,False,True,False,1
000625,长安汽车,11.71,-0.85%,32412256,380405301.46,11.792,11.9695,0.9811002807655731,36.97478991596641,False,False,True,False,1
000651,格力电器,40.33,-0.86%,24543609,994755344.08,40.839999999999996,40.55,1.0519662699166787,65.57377049180336,False,False,True,False,1
000656,*ST金科,1.48,-1.33%,65346742,96888329.16,1.498,1.4715,1.2553106197331887,43.47826086956522,False,True,True,True,3
000728,国元证券,8.28,-1.31%,20996811,174382012.82,8.254000000000001,8.341,1.9140396204432113,46.575342465753515,False,False,True,False,1
000768,中航西飞,23.82,-1.16%,10792955,258037929.4,23.95,24.5705,1.3612052016129752,38.7464387464388,False,False,True,False,1
000776,广发证券,21.12,-2.72%,47080253,1005687418.05,21.142,21.794,1.7333366830543202,35.820895522388085,False,False,True,False,1
000783,长江证券,8.14,-1.69%,61225616,500978862.02,8.068000000000001,8.316,1.7884001091290629,36.3636363636363,False,False,True,False,1
000858,五 粮 液,110.51,-2.44%,26677548,2975425273.31,114.97,118.324,1.620229603338168,9.852774631936498,False,False,True,False,1
000876,新 希 望,9.10,-1.41%,23514000,215817499.0,9.3,9.565000000000001,1.4317992174933638,25.0,False,False,True,False,1
000938,紫光股份,25.45,0.08%,51872593,1335650098.39,25.061999999999998,25.1505,1.5160029309367653,46.58119658119658,False,False,True,False,1
000961,ST中南,0.00,-100.00%,0,0.0,0.62,0.8009999999999999,2.414298640959159,23.80952380952381,False,False,True,False,1
002008,大族激光,38.77,-1.85%,22516187,882050941.2,37.486000000000004,37.269,1.7342095742758177,61.29374337221633,True,False,True,False,2
002027,分众传媒,7.03,-1.40%,102072573,722493052.28,7.214,7.467499999999999,1.2907422615653275,19.318181818181813,False,False,True,False,1
002044,美年健康,5.07,-1.17%,38956523,198533755.38,5.148000000000001,5.346,0.9650623813874982,27.343749999999957,False,False,True,False,1
002049,紫光国微,76.95,-0.59%,10244146,791017919.67,76.566,75.74199999999999,1.3107041271744,54.40298507462684,True,False,True,False,2
002050,三花智控,45.86,-2.01%,144385946,6679131913.9,44.076,43.0165,1.265842184916938,68.37539432176655,True,True,True,False,3
002120,韵达股份,6.81,-1.30%,16689538,114142876.37,6.894,7.1194999999999995,0.9631778464781888,22.72727272727262,False,False,True,False,1
002142,宁波银行,28.13,-0.18%,12136620,341794240.2,28.389999999999997,28.805500000000002,1.323813903690189,39.16666666666665,False,False,True,False,1
002179,中航光电,33.11,-1.16%,17981753,598657141.28,33.444,34.735,1.5395412686442842,27.539062499999986,False,False,True,False,1
002230,科大讯飞,48.57,-1.24%,17885999,875222819.72,48.928,49.995999999999995,1.0571634116659234,34.86590038314176,False,False,True,False,1
002236,大华股份,19.05,-0.63%,21668900,415608569.51,19.296,19.1965,1.2884210500679363,53.33333333333338,False,False,True,False,1
002241,歌尔股份,30.08,-0.20%,83467089,2533410899.09,30.504,29.278499999999998,0.9762190256622453,62.90801186943623,False,False,True,False,1
002271,东方雨虹,12.96,-1.74%,20023518,261712563.59,13.341999999999999,12.977500000000001,0.9624296725574532,57.183908045977006,False,False,True,False,1
